,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
45,37,0,41,552924,1,,,,,,
259,37,0,41,12987894,1,,,,,,
550,37,0,41,26058758,1,,,,,,
559,37,0,41,26078857,1,,,,,,
574,37,1,41,26107546,1,5.0,5.0,,,,
9,37,0,34,158428,1,,,,,,
227,37,0,45,12661428,1,,,,,,
295,37,0,47,13495384,1,,,,,,
213,37,0,56,12467442,1,,,,,,
217,37,0,58,12488631,1,,,,,,
70,40,0,41,2606356,1,,,,,,
101,40,1,41,4270052,1,5.0,5.0,,,,
132,40,1,41,6105265,1,5.0,5.0,,,,
169,40,0,41,9105534,1,,,,,,
85,40,1,65,3411168,1,5.0,5.0,,,,
105,40,1,65,4484132,1,5.0,5.0,,,,
112,40,1,65,4957547,1,5.0,5.0,,,,
67,40,0,39,2274508,1,,,,,,
68,40,1,39,2299346,1,5.0,5.0,,,,
81,40,0,39,3253335,1,,,,,,
431,43,0,41,22989881,1,,,,,,
450,43,1,41,23479630,1,3.0,5.0,,,,
471,43,0,41,24058200,1,,,,,,
494,43,0,41,24369089,1,,,,,,
449,45,1,41,23440550,1,3.0,5.0,,,,
347,45,1,56,14327408,1,3.0,0.0,,,,
421,45,1,58,22853101,1,3.0,4.0,,,,
470,47,0,41,24046907,1,,,,,,
533,47,0,41,25033701,1,,,,,,
245,47,1,57,12881945,1,3.0,0.0,,,,
328,47,1,57,13982397,1,3.0,0.0,,,,
267,56,1,41,13066121,1,0.0,5.0,,,,
269,56,1,41,13102295,1,0.0,5.0,,,,
306,56,0,41,13627582,1,,,,,,
588,56,0,41,26398401,1,,,,,,
592,56,0,41,26513340,1,,,,,,
593,56,0,41,26591868,1,,,,,,
603,56,0,41,26803475,1,,,,,,
607,56,0,41,26956674,1,,,,,,
226,56,1,34,12646634,1,0.0,5.0,,,,
231,56,1,34,12734459,1,0.0,5.0,,,,
262,56,0,34,13007831,1,,,,,,
368,56,1,34,14690719,1,0.0,5.0,,,,
218,56,1,37,12492175,1,0.0,5.0,,,,
314,56,1,45,13785456,1,0.0,3.0,,,,
326,56,1,45,13970640,1,0.0,3.0,,,,
283,56,0,57,13338586,1,,,,,,
241,56,0,58,12832501,1,,,,,,
320,57,0,41,13850903,1,,,,,,
355,57,0,41,14399750,1,,,,,,
587,57,1,41,26367279,1,0.0,5.0,,,,
598,57,1,41,26648577,1,0.0,5.0,,,,
411,58,0,41,22112743,1,,,,,,
502,58,0,41,24489479,1,,,,,,
275,58,0,34,13224739,1,,,,,,
206,58,0,37,12417098,1,,,,,,
273,58,0,37,13152725,1,,,,,,
302,58,1,37,13573551,1,4.0,5.0,,,,
490,58,1,45,24276374,1,4.0,3.0,,,,
221,58,1,56,12535750,1,4.0,0.0,,,,
296,58,0,56,13504512,1,,,,,,
6,27,0,41,137514,1,,,,,,
7,27,0,41,146000,1,,,,,,
300,63,1,41,13558122,1,4.0,5.0,,,,
207,63,1,27,12430499,1,4.0,5.0,,,,
391,73,6,70,17994406,3,0.0,3.0,,,,
408,73,6,71,21968806,2,2.0,0.0,,,,
397,74,6,70,19636006,1,0.0,3.0,,,,
400,74,6,76,19722406,1,3.0,2.0,,,,
393,75,6,70,18685606,5,0.0,3.0,,,,
406,75,6,71,21882406,1,2.0,0.0,,,,
394,75,6,76,18858406,4,3.0,2.0,,,,
210,77,6,70,12464806,1,4.0,3.0,,,,
378,77,6,76,15661606,1,1.0,2.0,,,,
290,77,6,81,13415206,2,3.0,1.0,,,,
332,78,6,70,14020006,4,4.0,3.0,,,,
371,78,6,69,14884006,1,2.0,4.0,,,,
372,79,6,69,15056806,3,2.0,4.0,,,,
225,79,6,81,12637606,1,3.0,1.0,,,,
382,80,6,69,15834406,5,2.0,4.0,,,,
383,82,6,69,16871206,5,2.0,4.0,,,,
388,83,6,69,17562406,1,2.0,4.0,,,,
623,85,6,81,28103206,1,5.0,1.0,,,,
626,86,6,81,30004006,3,5.0,1.0,,,,
627,87,6,81,30004006,2,5.0,1.0,,,,
173,67,2,657187,9519349,300,,,,,,
185,67,2,657187,11623738,100,,,,,,
188,67,2,657187,11775168,100,,,,,,
307,67,2,657187,13629169,300,,,,,,
360,67,2,657187,14475818,600,,,,,,
373,67,2,657187,15251393,300,,,,,,
375,67,2,657187,15278449,600,,,,,,
74,67,0,39,2918105,1,,,,,,
80,67,0,39,3239797,1,,,,,,
93,67,0,39,4070126,1,,,,,,
97,67,0,39,4127140,1,,,,,,
100,67,0,39,4183004,1,,,,,,
119,67,0,39,5385092,1,,,,,,
130,67,0,39,6042993,1,,,,,,
77,67,0,47,3046943,1,,,,,,
82,67,0,47,3274683,1,,,,,,
91,67,0,47,3961182,1,,,,,,
174,39,3,657187,9519349,300,,,,,,
186,39,3,657187,11623738,100,,,,,,
189,39,3,657187,11775168,100,,,,,,
308,39,3,657187,13629169,300,,,,,,
361,39,3,657187,14475818,600,,,,,,
374,39,3,657187,15251393,300,,,,,,
376,39,3,657187,15278449,600,,,,,,
139,39,0,67,7312933,1,,,,,,
148,39,0,67,8104116,1,,,,,,
152,39,0,67,8329065,1,,,,,,
150,47,0,67,8133038,1,,,,,,
165,47,0,67,9000765,1,,,,,,
176,47,0,67,9726589,1,,,,,,
181,47,0,67,10330246,1,,,,,,
183,47,0,67,11077036,1,,,,,,
75,47,0,39,2950842,1,,,,,,
94,47,0,39,4070519,1,,,,,,
470,47,0,41,24046907,1,,,,,,
533,47,0,41,25033701,1,,,,,,
499,47,0,43,24454340,1,,,,,,
246,47,1,45,12891925,1,3.0,3.0,,,,
263,47,1,45,13010684,1,3.0,3.0,,,,
518,47,0,45,24690160,1,,,,,,
331,47,1,56,14005495,1,3.0,0.0,,,,
366,47,0,56,14589887,1,,,,,,
224,47,1,27,12620617,1,3.0,5.0,,,,
242,47,1,27,12833985,1,3.0,5.0,,,,
464,47,0,63,23862424,1,,,,,,
465,47,0,63,23924027,1,,,,,,
469,47,0,63,24004131,1,,,,,,
500,47,0,63,24464822,1,,,,,,
245,47,1,57,12881945,1,3.0,0.0,,,,
328,47,1,57,13982397,1,3.0,0.0,,,,
295,37,0,47,13495384,1,,,,,,
12,37,1,41,183172,1,5.0,5.0,,,,
20,37,0,41,268112,1,,,,,,
34,37,0,41,401565,1,,,,,,
227,37,0,45,12661428,1,,,,,,
258,37,0,63,12985445,1,,,,,,
319,37,0,63,13839805,1,,,,,,
348,37,0,63,14333265,1,,,,,,
356,37,0,63,14414557,1,,,,,,
9,37,0,34,158428,1,,,,,,
21,37,0,34,272059,1,,,,,,
27,37,1,34,346631,1,5.0,5.0,,,,
233,41,1,47,12783297,1,5.0,3.0,,,,
459,41,1,47,23632718,1,5.0,3.0,,,,
482,41,1,47,24203836,1,5.0,3.0,,,,
503,41,1,47,24506003,1,5.0,3.0,,,,
511,41,1,47,24621628,1,5.0,3.0,,,,
531,41,1,47,25001728,1,5.0,3.0,,,,
4,41,0,37,127838,1,,,,,,
8,41,1,37,149161,1,5.0,5.0,,,,
16,41,1,37,233022,1,5.0,5.0,,,,
18,41,1,37,239793,1,5.0,5.0,,,,
230,41,0,63,12721308,1,,,,,,
256,41,1,63,12981424,1,5.0,4.0,,,,
299,41,1,63,13550297,1,5.0,4.0,,,,
344,41,0,63,14280640,1,,,,,,
359,41,0,63,14457027,1,,,,,,
409,41,0,63,21970411,1,,,,,,
434,41,1,63,23017302,1,5.0,4.0,,,,
456,41,1,63,23578990,1,5.0,4.0,,,,
488,41,1,63,24257141,1,5.0,4.0,,,,
530,41,1,63,25001456,1,5.0,4.0,,,,
1,41,0,34,86400,1,,,,,,
10,41,0,34,169247,1,,,,,,
31,41,1,34,374986,1,5.0,5.0,,,,
50,41,1,34,585647,1,5.0,5.0,,,,
62,41,1,0,700042,1,5.0,5.0,,,,
78,41,1,0,3056926,1,5.0,5.0,,,,
89,41,0,0,3659034,1,,,,,,
98,41,1,0,4131639,1,5.0,5.0,,,,
151,41,0,0,8185766,1,,,,,,
167,41,0,0,9046447,1,,,,,,
427,43,0,47,22924179,1,,,,,,
430,43,0,47,22959591,1,,,,,,
489,43,0,47,24275315,1,,,,,,
515,43,0,47,24654813,1,,,,,,
526,43,1,47,24931004,1,3.0,3.0,,,,
195,43,1,37,12329138,1,3.0,5.0,,,,
431,43,0,41,22989881,1,,,,,,
450,43,1,41,23479630,1,3.0,5.0,,,,
471,43,0,41,24058200,1,,,,,,
494,43,0,41,24369089,1,,,,,,
424,43,0,45,22872911,1,,,,,,
426,43,1,45,22899855,1,3.0,3.0,,,,
447,43,1,58,23332788,1,3.0,4.0,,,,
486,43,0,58,24244895,1,,,,,,
205,43,1,27,12391413,1,3.0,5.0,,,,
467,43,0,63,23961635,1,,,,,,
496,43,0,63,24391453,1,,,,,,
419,45,1,47,22801529,1,3.0,3.0,,,,
446,45,1,47,23308016,1,3.0,3.0,,,,
461,45,1,47,23690321,1,3.0,3.0,,,,
479,45,1,47,24164634,1,3.0,3.0,,,,
215,56,0,47,12477797,1,,,,,,
229,56,1,47,12699877,1,0.0,3.0,,,,
211,56,1,43,12466742,1,0.0,3.0,,,,
241,56,0,58,12832501,1,,,,,,
284,56,1,58,13381556,1,0.0,4.0,,,,
226,56,1,34,12646634,1,0.0,5.0,,,,
286,58,0,47,13390684,1,,,,,,
309,58,0,47,13681612,1,,,,,,
435,58,1,47,23041265,1,4.0,3.0,,,,
510,58,0,47,24616167,1,,,,,,
411,58,0,41,22112743,1,,,,,,
214,58,0,43,12471153,1,,,,,,
268,58,0,43,13088663,1,,,,,,
292,58,0,43,13462140,1,,,,,,
294,58,1,43,13464214,1,4.0,3.0,,,,
506,58,1,43,24546389,1,4.0,3.0,,,,
490,58,1,45,24276374,1,4.0,3.0,,,,
221,58,1,56,12535750,1,4.0,0.0,,,,
296,58,0,56,13504512,1,,,,,,
312,58,0,56,13782667,1,,,,,,
333,58,0,56,14029753,1,,,,,,
266,58,0,63,13033261,1,,,,,,
275,58,0,34,13224739,1,,,,,,
232,27,1,47,12738227,1,5.0,3.0,,,,
235,27,1,47,12790263,1,5.0,3.0,,,,
336,27,1,45,14092808,1,5.0,3.0,,,,
255,63,1,47,12971834,1,4.0,3.0,,,,
315,63,0,47,13803408,1,,,,,,
349,63,1,47,14339955,1,4.0,3.0,,,,
443,63,0,47,23271421,1,,,,,,
466,63,0,47,23945816,1,,,,,,
216,63,1,37,12483241,1,4.0,5.0,,,,
300,63,1,41,13558122,1,4.0,5.0,,,,
413,63,0,41,22231923,1,,,,,,
414,63,0,41,22263080,1,,,,,,
423,63,0,41,22869613,1,,,,,,
429,63,0,41,22939151,1,,,,,,
438,63,0,41,23092687,1,,,,,,
329,63,1,43,13998759,1,4.0,3.0,,,,
243,63,0,45,12855970,1,,,,,,
244,63,0,56,12880849,1,,,,,,
257,63,1,58,12982017,1,4.0,4.0,,,,
278,63,0,58,13243984,1,,,,,,
207,63,1,27,12430499,1,4.0,5.0,,,,
304,63,1,27,13577774,1,4.0,5.0,,,,
212,63,0,34,12467201,1,,,,,,
5,34,1,37,137358,1,5.0,5.0,,,,
25,34,1,37,318223,1,5.0,5.0,,,,
28,34,1,37,350177,1,5.0,5.0,,,,
220,34,1,43,12521043,1,5.0,3.0,,,,
350,34,1,45,14386074,1,5.0,3.0,,,,
322,34,1,56,13879565,1,5.0,0.0,,,,
289,34,0,58,13413050,1,,,,,,
323,34,1,58,13885382,1,5.0,4.0,,,,
248,34,1,63,12917489,1,5.0,4.0,,,,
280,34,1,63,13271787,1,5.0,4.0,,,,
