,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
242,492777,1,635665,21090250,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
255,492777,1,635665,21392909,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
286,492777,0,635665,22416097,1.0,,,,,,
289,492777,1,635665,22446486,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
226,492777,1,596193,20867167,1.0,3.0,2.0,-24.5657,-110.65,-17.1099,90.7971
237,492777,0,596193,21050086,1.0,,,,,,
260,492777,0,596193,21539087,1.0,,,,,,
307,492777,0,596193,22996941,1.0,,,,,,
230,492777,1,493044,20909333,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217
277,492777,0,493044,22129997,1.0,,,,,,
283,492777,0,493044,22371021,1.0,,,,,,
1,599956,0,635665,1296000,1.0,,,,,,
7,599956,0,635665,1368949,1.0,,,,,,
10,599956,1,635665,1423376,1.0,0.0,0.0,34.2958,-39.025999999999996,29.3296,-37.8076
18,599956,0,635665,1576780,1.0,,,,,,
22,599956,0,635665,1662551,1.0,,,,,,
25,599956,0,635665,1689032,1.0,,,,,,
127,599956,0,623295,9369606,1.0,,,,,,
147,599956,1,623295,9994548,1.0,0.0,3.0,34.2958,-39.025999999999996,-25.4639,-111.249
11,599956,0,589639,1437564,1.0,,,,,,
2,599956,0,490041,1306507,1.0,,,,,,
133,599956,0,550361,9594811,1.0,,,,,,
164,599956,1,550361,10446305,1.0,0.0,2.0,34.2958,-39.025999999999996,-18.3758,91.025
84,623295,0,635665,8290018,1.0,,,,,,
113,623295,0,635665,9094353,1.0,,,,,,
210,623295,1,635665,19868924,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
213,623295,1,635665,20146856,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
235,623295,1,635665,20947689,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
257,623295,1,635665,21444482,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
259,623295,1,635665,21520284,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
266,623295,0,635665,21758270,1.0,,,,,,
270,623295,1,635665,21835883,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
172,623295,0,599956,10604700,1.0,,,,,,
117,623295,0,589639,9145435,1.0,,,,,,
126,623295,0,570411,9341506,1.0,,,,,,
138,623295,0,490041,9810911,1.0,,,,,,
104,623295,0,550361,8894109,1.0,,,,,,
95,596193,0,635665,8728337,1.0,,,,,,
252,596193,0,635665,21288232,1.0,,,,,,
287,596193,0,635665,22416771,1.0,,,,,,
298,596193,0,635665,22636021,1.0,,,,,,
97,596193,0,492777,8756900,1.0,,,,,,
111,596193,0,492777,9012009,1.0,,,,,,
267,596193,0,492777,21780678,1.0,,,,,,
152,596193,0,493044,10196465,1.0,,,,,,
240,596193,0,493044,21085655,1.0,,,,,,
264,596193,0,493044,21696581,1.0,,,,,,
57,512397,0,635665,5717144,1.0,,,,,,
60,512397,0,635665,6064497,1.0,,,,,,
74,512397,0,635665,7168878,1.0,,,,,,
83,512397,0,635665,8272124,1.0,,,,,,
87,589639,0,635665,8358490,1.0,,,,,,
140,589639,0,490041,9843778,1.0,,,,,,
118,589639,0,550361,9150468,1.0,,,,,,
341,570411,0,635665,24470579,1.0,,,,,,
356,570411,0,635665,25084575,1.0,,,,,,
337,570411,0,640464,24185807,1.0,,,,,,
338,570411,0,640464,24293825,1.0,,,,,,
6,490041,0,635665,1350583,1.0,,,,,,
13,490041,1,635665,1523000,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076
20,490041,0,635665,1617847,1.0,,,,,,
23,490041,0,635665,1663236,1.0,,,,,,
30,490041,1,635665,1743198,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076
39,490041,1,635665,1844976,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076
318,490041,0,635665,24003753,1.0,,,,,,
334,490041,0,635665,24051853,1.0,,,,,,
4,490041,0,599956,1314435,1.0,,,,,,
5,490041,0,599956,1331859,1.0,,,,,,
8,490041,0,599956,1390083,1.0,,,,,,
31,490041,1,599956,1768587,1.0,0.0,0.0,34.5741,-42.0541,34.2958,-39.025999999999996
122,490041,1,623295,9269917,1.0,0.0,3.0,34.5741,-42.0541,-25.4639,-111.249
9,490041,1,589639,1417381,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341
17,490041,1,589639,1568399,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341
146,490041,1,640464,9947058,1.0,0.0,0.0,34.5741,-42.0541,35.8806,-34.5372
114,490041,1,550361,9100993,1.0,0.0,2.0,34.5741,-42.0541,-18.3758,91.025
340,640464,1,635665,24461997,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
349,640464,1,635665,24726314,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
351,640464,1,635665,24880980,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
355,640464,1,635665,25023225,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
262,550361,0,635665,21593417,1.0,,,,,,
292,550361,0,635665,22528909,1.0,,,,,,
150,550361,0,599956,10112171,1.0,,,,,,
153,550361,0,623295,10204276,1.0,,,,,,
234,550361,1,623295,20940987,1.0,2.0,3.0,-18.3758,91.025,-25.4639,-111.249
245,550361,0,623295,21122153,1.0,,,,,,
100,550361,0,589639,8789089,1.0,,,,,,
89,550361,0,490041,8444702,1.0,,,,,,
169,550361,0,490041,10576646,1.0,,,,,,
45,632150,1,635665,2806344,1.0,2.0,0.0,-27.2563,91.7676,29.3296,-37.8076
55,632150,1,635665,5599120,1.0,2.0,0.0,-27.2563,91.7676,29.3296,-37.8076
142,616050,1,635665,9885133,1.0,2.0,0.0,-20.9062,92.3982,29.3296,-37.8076
47,616050,1,632150,3487438,1.0,2.0,2.0,-20.9062,92.3982,-27.2563,91.7676
354,464459,6,561157,24953947,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0
236,464459,6,625756,20979547,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
368,570284,6,561157,30224347,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
364,570284,6,616453,29446747,5.0,0.0,5.0,33.0,-41.0,22.0,156.0
369,649553,6,561157,30224347,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
362,649553,6,625756,27718747,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0
365,649553,6,616453,29533147,5.0,0.0,5.0,33.0,-41.0,22.0,156.0
366,643925,6,561157,30137947,4.0,3.0,0.0,-25.0,-111.0,33.0,-41.0
367,643925,6,616453,30137947,3.0,0.0,5.0,33.0,-41.0,22.0,156.0
363,643925,6,509607,27977947,5.0,5.0,4.0,22.0,156.0,1.0,-165.0
344,568093,6,561157,24608347,2.0,2.0,0.0,-22.0,91.0,33.0,-41.0
297,568093,6,499467,22621147,2.0,3.0,2.0,-25.0,-111.0,-22.0,91.0
209,599441,6,499467,18819547,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
204,599441,6,509607,18214747,4.0,2.0,4.0,-22.0,91.0,1.0,-165.0
206,534034,6,499467,18473947,5.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
207,629627,6,499467,18646747,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
208,585212,6,499467,18733147,5.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
248,572391,6,509607,21152347,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0
212,538892,6,509607,20115547,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0
219,542965,6,509607,20547547,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0
157,512397,3,657187,10250285,170.0,,,,,,
181,512397,3,657187,12459732,314.0,,,,,,
185,512397,3,657187,14490022,445.0,,,,,,
193,512397,3,657187,16267662,792.0,,,,,,
197,512397,3,657187,16758558,331.0,,,,,,
200,512397,3,657187,17614335,430.0,,,,,,
202,512397,3,657187,17671007,122.0,,,,,,
101,512397,0,550287,8811852,1.0,,,,,,
161,512397,0,550287,10409865,1.0,,,,,,
182,512397,0,550287,12670289,1.0,,,,,,
183,512397,0,550287,14384733,1.0,,,,,,
190,512397,0,550287,15835592,1.0,,,,,,
203,512397,0,550287,18060533,1.0,,,,,,
215,512397,0,550287,20234879,1.0,,,,,,
57,512397,0,635665,5717144,1.0,,,,,,
60,512397,0,635665,6064497,1.0,,,,,,
74,512397,0,635665,7168878,1.0,,,,,,
156,550287,2,657187,10250285,170.0,,,,,,
180,550287,2,657187,12459732,314.0,,,,,,
184,550287,2,657187,14490022,445.0,,,,,,
192,550287,2,657187,16267662,792.0,,,,,,
196,550287,2,657187,16758558,331.0,,,,,,
199,550287,2,657187,17614335,430.0,,,,,,
201,550287,2,657187,17671007,122.0,,,,,,
88,550287,0,512397,8408133,1.0,,,,,,
92,550287,0,512397,8684963,1.0,,,,,,
103,550287,0,512397,8890301,1.0,,,,,,
54,635665,0,512397,5288962,1.0,,,,,,
63,635665,0,512397,6186726,1.0,,,,,,
66,635665,0,512397,6571211,1.0,,,,,,
78,635665,0,512397,7575721,1.0,,,,,,
81,635665,0,512397,8102731,1.0,,,,,,
56,635665,0,550287,5626655,1.0,,,,,,
62,635665,0,550287,6147265,1.0,,,,,,
214,635665,0,492777,20183932,1.0,,,,,,
220,635665,0,492777,20613879,1.0,,,,,,
321,635665,0,599956,24012811,1.0,,,,,,
342,635665,1,640464,24503371,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372
343,635665,1,640464,24583501,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372
348,635665,1,640464,24703970,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372
327,635665,0,589639,24028546,1.0,,,,,,
330,635665,0,589639,24035137,1.0,,,,,,
336,635665,1,570411,24123324,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701
353,635665,1,570411,24914745,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701
216,635665,0,623295,20366682,1.0,,,,,,
224,635665,0,623295,20852050,1.0,,,,,,
275,635665,0,623295,22012691,1.0,,,,,,
278,635665,1,623295,22144205,1.0,0.0,3.0,29.3296,-37.8076,-25.4639,-111.249
67,635665,1,533140,6713226,1.0,0.0,2.0,29.3296,-37.8076,-21.8004,89.7045
82,635665,1,533140,8239192,1.0,0.0,2.0,29.3296,-37.8076,-21.8004,89.7045
95,596193,0,635665,8728337,1.0,,,,,,
97,596193,0,492777,8756900,1.0,,,,,,
111,596193,0,492777,9012009,1.0,,,,,,
267,596193,0,492777,21780678,1.0,,,,,,
129,596193,0,640464,9409103,1.0,,,,,,
231,596193,0,623295,20921454,1.0,,,,,,
249,596193,0,623295,21183011,1.0,,,,,,
303,596193,0,623295,22787809,1.0,,,,,,
315,596193,0,623295,23173103,1.0,,,,,,
241,596193,0,550361,21088442,1.0,,,,,,
280,596193,0,550361,22254898,1.0,,,,,,
285,596193,0,550361,22389005,1.0,,,,,,
232,492777,0,635665,20922688,1.0,,,,,,
242,492777,1,635665,21090250,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
255,492777,1,635665,21392909,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
286,492777,0,635665,22416097,1.0,,,,,,
289,492777,1,635665,22446486,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
300,492777,1,635665,22755659,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076
226,492777,1,596193,20867167,1.0,3.0,2.0,-24.5657,-110.65,-17.1099,90.7971
237,492777,0,596193,21050086,1.0,,,,,,
260,492777,0,596193,21539087,1.0,,,,,,
307,492777,0,596193,22996941,1.0,,,,,,
223,492777,1,623295,20830992,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
233,492777,1,623295,20926366,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
254,492777,1,623295,21365640,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
261,492777,0,623295,21560515,1.0,,,,,,
274,492777,1,623295,21975781,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
279,492777,1,623295,22169055,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
282,492777,0,623295,22352087,1.0,,,,,,
288,492777,0,623295,22435117,1.0,,,,,,
290,492777,1,623295,22452022,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249
306,492777,0,623295,22991986,1.0,,,,,,
222,492777,1,550361,20822639,1.0,3.0,2.0,-24.5657,-110.65,-18.3758,91.025
225,492777,0,550361,20854058,1.0,,,,,,
239,492777,0,550361,21081687,1.0,,,,,,
293,492777,0,550361,22555734,1.0,,,,,,
230,492777,1,493044,20909333,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217
277,492777,0,493044,22129997,1.0,,,,,,
283,492777,0,493044,22371021,1.0,,,,,,
295,492777,1,493044,22584294,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217
302,492777,0,493044,22784884,1.0,,,,,,
304,492777,1,493044,22855338,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217
1,599956,0,635665,1296000,1.0,,,,,,
7,599956,0,635665,1368949,1.0,,,,,,
10,599956,1,635665,1423376,1.0,0.0,0.0,34.2958,-39.025999999999996,29.3296,-37.8076
18,599956,0,635665,1576780,1.0,,,,,,
22,599956,0,635665,1662551,1.0,,,,,,
123,599956,1,596193,9312133,1.0,0.0,2.0,34.2958,-39.025999999999996,-17.1099,90.7971
85,599956,1,492777,8304372,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65
93,599956,1,492777,8709595,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65
94,599956,1,492777,8718680,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65
171,599956,1,492777,10596463,1.0,0.0,3.0,34.2958,-39.025999999999996,-24.5657,-110.65
105,599956,0,640464,8904016,1.0,,,,,,
121,599956,0,640464,9189819,1.0,,,,,,
2,599956,0,490041,1306507,1.0,,,,,,
3,599956,0,490041,1312679,1.0,,,,,,
86,599956,0,570411,8356067,1.0,,,,,,
127,599956,0,623295,9369606,1.0,,,,,,
147,599956,1,623295,9994548,1.0,0.0,3.0,34.2958,-39.025999999999996,-25.4639,-111.249
340,640464,1,635665,24461997,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
349,640464,1,635665,24726314,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
351,640464,1,635665,24880980,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
355,640464,1,635665,25023225,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076
87,589639,0,635665,8358490,1.0,,,,,,
316,589639,1,635665,23996653,1.0,0.0,0.0,30.4483,-42.5341,29.3296,-37.8076
325,589639,1,599956,24023186,1.0,0.0,0.0,30.4483,-42.5341,34.2958,-39.025999999999996
140,589639,0,490041,9843778,1.0,,,,,,
143,589639,0,490041,9889908,1.0,,,,,,
118,589639,0,550361,9150468,1.0,,,,,,
6,490041,0,635665,1350583,1.0,,,,,,
13,490041,1,635665,1523000,1.0,0.0,0.0,34.5741,-42.0541,29.3296,-37.8076
20,490041,0,635665,1617847,1.0,,,,,,
23,490041,0,635665,1663236,1.0,,,,,,
155,490041,0,492777,10222243,1.0,,,,,,
4,490041,0,599956,1314435,1.0,,,,,,
5,490041,0,599956,1331859,1.0,,,,,,
8,490041,0,599956,1390083,1.0,,,,,,
31,490041,1,599956,1768587,1.0,0.0,0.0,34.5741,-42.0541,34.2958,-39.025999999999996
32,490041,0,599956,1773043,1.0,,,,,,
146,490041,1,640464,9947058,1.0,0.0,0.0,34.5741,-42.0541,35.8806,-34.5372
9,490041,1,589639,1417381,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341
17,490041,1,589639,1568399,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341
19,490041,0,589639,1598371,1.0,,,,,,
28,490041,1,589639,1694726,1.0,0.0,0.0,34.5741,-42.0541,30.4483,-42.5341
122,490041,1,623295,9269917,1.0,0.0,3.0,34.5741,-42.0541,-25.4639,-111.249
114,490041,1,550361,9100993,1.0,0.0,2.0,34.5741,-42.0541,-18.3758,91.025
341,570411,0,635665,24470579,1.0,,,,,,
356,570411,0,635665,25084575,1.0,,,,,,
337,570411,0,640464,24185807,1.0,,,,,,
84,623295,0,635665,8290018,1.0,,,,,,
113,623295,0,635665,9094353,1.0,,,,,,
210,623295,1,635665,19868924,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
213,623295,1,635665,20146856,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
235,623295,1,635665,20947689,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076
120,623295,0,596193,9162596,1.0,,,,,,
211,623295,0,492777,20018733,1.0,,,,,,
217,623295,0,492777,20483073,1.0,,,,,,
218,623295,1,492777,20485040,1.0,3.0,3.0,-25.4639,-111.249,-24.5657,-110.65
238,623295,0,492777,21056607,1.0,,,,,,
250,623295,1,492777,21272058,1.0,3.0,3.0,-25.4639,-111.249,-24.5657,-110.65
268,623295,1,492777,21808987,1.0,3.0,3.0,-25.4639,-111.249,-24.5657,-110.65
172,623295,0,599956,10604700,1.0,,,,,,
128,623295,0,640464,9392429,1.0,,,,,,
117,623295,0,589639,9145435,1.0,,,,,,
138,623295,0,490041,9810911,1.0,,,,,,
170,623295,0,490041,10593205,1.0,,,,,,
126,623295,0,570411,9341506,1.0,,,,,,
131,623295,0,570411,9533579,1.0,,,,,,
104,623295,0,550361,8894109,1.0,,,,,,
96,550361,0,596193,8745034,1.0,,,,,,
227,550361,1,596193,20873117,1.0,2.0,2.0,-18.3758,91.025,-17.1099,90.7971
281,550361,0,596193,22308110,1.0,,,,,,
150,550361,0,599956,10112171,1.0,,,,,,
159,550361,0,640464,10380701,1.0,,,,,,
100,550361,0,589639,8789089,1.0,,,,,,
89,550361,0,490041,8444702,1.0,,,,,,
169,550361,0,490041,10576646,1.0,,,,,,
153,550361,0,623295,10204276,1.0,,,,,,
234,550361,1,623295,20940987,1.0,2.0,3.0,-18.3758,91.025,-25.4639,-111.249
