,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
69,629627,0,599441,3581012,1.0,,,,,,
76,629627,0,599441,4819651,1.0,,,,,,
156,629627,0,599441,9689806,1.0,,,,,,
463,629627,6,509607,26152074,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0
138,629627,0,563211,8357396,1.0,,,,,,
202,629627,0,563211,11287622,1.0,,,,,,
309,629627,6,625756,22350474,7.0,4.0,3.0,1.0,-165.0,-25.0,-111.0
444,629627,6,499467,25720074,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0
307,629627,6,657173,22264074,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0
191,602912,0,629627,10927260,1.0,,,,,,
215,602912,0,629627,11618838,1.0,,,,,,
233,602912,0,629627,12228391,1.0,,,,,,
286,602912,1,629627,21606175,1.0,1.0,4.0,-28.3801,-9.461839999999999,-1.16067,-162.983
305,602912,1,629627,22247115,1.0,1.0,4.0,-28.3801,-9.461839999999999,-1.16067,-162.983
190,602912,1,544615,10901482,1.0,1.0,2.0,-28.3801,-9.461839999999999,-20.6565,91.7841
279,639051,0,629627,21116196,1.0,,,,,,
288,639051,1,629627,21644066,1.0,3.0,4.0,-25.421999999999997,-111.678,-1.16067,-162.983
291,639051,0,629627,21703598,1.0,,,,,,
295,639051,0,629627,21807202,1.0,,,,,,
308,639051,1,629627,22334784,1.0,3.0,4.0,-25.421999999999997,-111.678,-1.16067,-162.983
314,639051,0,629627,22462831,1.0,,,,,,
6,505965,0,629627,1308663,1.0,,,,,,
24,505965,0,629627,1538449,1.0,,,,,,
41,505965,0,629627,1758690,1.0,,,,,,
44,505965,0,629627,1797636,1.0,,,,,,
47,505965,0,629627,1817071,1.0,,,,,,
245,505965,1,629627,12540115,1.0,4.0,4.0,-3.88606,-166.18599999999998,-1.16067,-162.983
380,505965,0,629627,25080457,1.0,,,,,,
409,505965,0,629627,25138706,1.0,,,,,,
411,505965,0,629627,25139645,1.0,,,,,,
172,505965,1,639051,10582812,1.0,4.0,3.0,-3.88606,-166.18599999999998,-25.421999999999997,-111.678
9,505965,0,515794,1325061,1.0,,,,,,
214,505965,1,534449,11595270,1.0,4.0,2.0,-3.88606,-166.18599999999998,-24.0127,90.9734
169,544615,0,629627,10545616,1.0,,,,,,
428,544615,0,629627,25301697,1.0,,,,,,
429,544615,0,629627,25342520,1.0,,,,,,
431,544615,0,629627,25401849,1.0,,,,,,
247,544615,0,602912,12565287,1.0,,,,,,
22,515794,1,629627,1518265,1.0,4.0,4.0,6.71518,-165.25099999999998,-1.16067,-162.983
25,515794,0,629627,1578355,1.0,,,,,,
27,515794,1,629627,1609697,1.0,4.0,4.0,6.71518,-165.25099999999998,-1.16067,-162.983
29,515794,0,629627,1637146,1.0,,,,,,
12,515794,1,505965,1360796,1.0,4.0,4.0,6.71518,-165.25099999999998,-3.88606,-166.18599999999998
101,582851,1,629627,6341437,1.0,1.0,4.0,-26.6688,-7.319489999999999,-1.16067,-162.983
59,582851,1,541017,2875591,1.0,1.0,1.0,-26.6688,-7.319489999999999,-29.4524,-13.6491
161,582851,1,541017,10089293,1.0,1.0,1.0,-26.6688,-7.319489999999999,-29.4524,-13.6491
182,582851,1,541017,10754288,1.0,1.0,1.0,-26.6688,-7.319489999999999,-29.4524,-13.6491
65,582851,1,585212,3225713,1.0,1.0,4.0,-26.6688,-7.319489999999999,5.62833,-161.113
163,582851,1,585212,10332671,1.0,1.0,4.0,-26.6688,-7.319489999999999,5.62833,-161.113
183,582851,1,585212,10779478,1.0,1.0,4.0,-26.6688,-7.319489999999999,5.62833,-161.113
71,534034,0,629627,4287760,1.0,,,,,,
82,534034,0,629627,5150002,1.0,,,,,,
199,534034,0,582851,11100226,1.0,,,,,,
93,534034,0,585212,5906427,1.0,,,,,,
143,534034,0,527597,8544418,1.0,,,,,,
242,534449,0,629627,12455753,1.0,,,,,,
422,534449,0,629627,25165451,1.0,,,,,,
423,534449,1,629627,25169659,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983
425,534449,0,629627,25271522,1.0,,,,,,
426,534449,1,629627,25295649,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983
427,534449,1,629627,25297793,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983
432,534449,1,629627,25414057,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983
434,534449,0,629627,25436062,1.0,,,,,,
438,534449,1,629627,25588871,1.0,2.0,4.0,-24.0127,90.9734,-1.16067,-162.983
174,534449,0,505965,10591475,1.0,,,,,,
197,477138,0,629627,11065871,1.0,,,,,,
281,477138,1,629627,21334033,1.0,3.0,4.0,-24.7171,-111.47399999999999,-1.16067,-162.983
319,477138,1,629627,22536510,1.0,3.0,4.0,-24.7171,-111.47399999999999,-1.16067,-162.983
342,477138,0,629627,23248867,1.0,,,,,,
343,477138,0,629627,23282119,1.0,,,,,,
201,477138,0,639051,11259863,1.0,,,,,,
277,477138,1,639051,20842531,1.0,3.0,3.0,-24.7171,-111.47399999999999,-25.421999999999997,-111.678
234,477138,0,505965,12269767,1.0,,,,,,
168,477138,0,515794,10491217,1.0,,,,,,
237,477138,0,515794,12405920,1.0,,,,,,
209,477138,0,534449,11457565,1.0,,,,,,
54,541017,1,629627,2381635,1.0,1.0,4.0,-29.4524,-13.6491,-1.16067,-162.983
85,541017,1,629627,5393531,1.0,1.0,4.0,-29.4524,-13.6491,-1.16067,-162.983
135,541017,1,582851,8167759,1.0,1.0,1.0,-29.4524,-13.6491,-26.6688,-7.319489999999999
159,541017,1,582851,9921458,1.0,1.0,1.0,-29.4524,-13.6491,-26.6688,-7.319489999999999
105,541017,0,585212,6443424,1.0,,,,,,
113,541017,0,585212,6864201,1.0,,,,,,
145,541017,0,585212,8653188,1.0,,,,,,
4,572413,1,629627,1296000,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
10,572413,1,629627,1336641,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
21,572413,1,629627,1503450,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
35,572413,1,629627,1695281,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
48,572413,1,629627,1821154,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
49,572413,1,629627,1830463,1.0,4.0,4.0,-2.24962,-165.65099999999998,-1.16067,-162.983
186,572413,0,629627,10827522,1.0,,,,,,
377,572413,0,629627,25077063,1.0,,,,,,
386,572413,0,629627,25088973,1.0,,,,,,
217,572413,0,639051,11691816,1.0,,,,,,
5,572413,1,505965,1302571,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
7,572413,1,505965,1316274,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
14,572413,1,505965,1368710,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
19,572413,1,505965,1475513,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
33,572413,1,505965,1692111,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
40,572413,1,505965,1736351,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
50,572413,1,505965,1844074,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
51,572413,1,505965,1873199,1.0,4.0,4.0,-2.24962,-165.65099999999998,-3.88606,-166.18599999999998
226,572413,0,505965,12014363,1.0,,,,,,
240,572413,0,505965,12414409,1.0,,,,,,
378,572413,0,505965,25078145,1.0,,,,,,
389,572413,0,505965,25096246,1.0,,,,,,
11,572413,1,515794,1355121,1.0,4.0,4.0,-2.24962,-165.65099999999998,6.71518,-165.25099999999998
16,572413,1,515794,1380370,1.0,4.0,4.0,-2.24962,-165.65099999999998,6.71518,-165.25099999999998
185,572413,0,477138,10788656,1.0,,,,,,
95,585212,1,629627,5992930,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983
104,585212,1,629627,6426720,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983
149,585212,1,629627,8905092,1.0,4.0,4.0,5.62833,-161.113,-1.16067,-162.983
134,585212,1,534034,8142014,1.0,4.0,4.0,5.62833,-161.113,0.486228,-168.472
147,585212,1,534034,8850337,1.0,4.0,4.0,5.62833,-161.113,0.486228,-168.472
55,585212,1,541017,2457218,1.0,4.0,1.0,5.62833,-161.113,-29.4524,-13.6491
132,563211,0,534034,8102282,1.0,,,,,,
130,563211,0,527597,7969021,1.0,,,,,,
154,563211,0,527597,9409176,1.0,,,,,,
75,527597,0,534034,4752011,1.0,,,,,,
89,527597,1,534034,5742927,1.0,1.0,4.0,-27.555,-13.373,0.486228,-168.472
153,527597,0,534034,9397663,1.0,,,,,,
62,527597,0,563211,3050236,1.0,,,,,,
103,527597,1,563211,6384799,1.0,1.0,1.0,-27.555,-13.373,-27.3353,-18.2227
468,572391,6,509607,26584074,4.0,2.0,4.0,-22.0,91.0,1.0,-165.0
471,538892,6,509607,28225674,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0
469,542965,6,509607,26756874,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0
472,464459,6,625756,28312074,4.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
470,635665,6,625756,27793674,4.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
474,568093,6,625756,29089674,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0
259,585212,3,487668,13302589,958.0,,,,,,
261,585212,3,487668,14314933,213.0,,,,,,
265,585212,3,487668,15936004,276.0,,,,,,
267,585212,3,487668,16227037,245.0,,,,,,
270,585212,3,487668,17764060,213.0,,,,,,
272,585212,3,487668,18425192,581.0,,,,,,
276,585212,3,487668,20170502,209.0,,,,,,
87,585212,0,644830,5573577,1.0,,,,,,
91,585212,0,644830,5870257,1.0,,,,,,
109,585212,0,644830,6733654,1.0,,,,,,
125,585212,0,644830,7489945,1.0,,,,,,
141,585212,0,644830,8441674,1.0,,,,,,
148,585212,0,644830,8855927,1.0,,,,,,
150,585212,0,644830,9240893,1.0,,,,,,
162,585212,0,644830,10304971,1.0,,,,,,
248,585212,0,644830,12572672,1.0,,,,,,
262,585212,0,644830,14709092,1.0,,,,,,
263,585212,0,644830,15791166,1.0,,,,,,
268,585212,0,644830,16266273,1.0,,,,,,
273,585212,0,644830,18661695,1.0,,,,,,
274,585212,0,644830,18662380,1.0,,,,,,
92,585212,0,488928,5876469,1.0,,,,,,
99,585212,0,488928,6226591,1.0,,,,,,
100,585212,0,488928,6272425,1.0,,,,,,
258,644830,2,487668,13302589,958.0,,,,,,
260,644830,2,487668,14314933,213.0,,,,,,
264,644830,2,487668,15936004,276.0,,,,,,
266,644830,2,487668,16227037,245.0,,,,,,
269,644830,2,487668,17764060,213.0,,,,,,
271,644830,2,487668,18425192,581.0,,,,,,
275,644830,2,487668,20170502,209.0,,,,,,
77,644830,0,585212,4940501,1.0,,,,,,
98,644830,0,585212,6015112,1.0,,,,,,
112,644830,0,585212,6821216,1.0,,,,,,
210,644830,0,585212,11489905,1.0,,,,,,
79,644830,0,488928,4992132,1.0,,,,,,
94,644830,0,488928,5932656,1.0,,,,,,
117,644830,0,488928,7096778,1.0,,,,,,
121,644830,0,488928,7243181,1.0,,,,,,
133,644830,0,488928,8127107,1.0,,,,,,
151,644830,0,488928,9286158,1.0,,,,,,
164,644830,0,488928,10363238,1.0,,,,,,
187,644830,0,488928,10857107,1.0,,,,,,
194,644830,0,488928,10963849,1.0,,,,,,
88,488928,0,585212,5720004,1.0,,,,,,
96,488928,0,585212,6002958,1.0,,,,,,
102,488928,0,585212,6359006,1.0,,,,,,
108,488928,0,585212,6703224,1.0,,,,,,
119,488928,0,585212,7127283,1.0,,,,,,
