,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
4370,577915,4,517272,-476006400,0.14285699999999998,,,,,,
4371,649501,4,517272,-476006400,0.14285699999999998,,,,,,
4372,565073,4,517272,-476006400,0.14285699999999998,,,,,,
4373,482879,4,517272,-476006400,0.14285699999999998,,,,,,
4374,652020,4,517272,-476006400,0.14285699999999998,,,,,,
4375,615461,4,517272,-476006400,0.14285699999999998,,,,,,
4414,491573,4,492320,-528796800,0.125,,,,,,
4415,572223,4,492320,-528796800,0.125,,,,,,
4416,467951,4,492320,-528796800,0.125,,,,,,
4417,615461,4,492320,-528796800,0.125,,,,,,
4418,472628,4,492320,-528796800,0.125,,,,,,
4419,492871,4,492320,-528796800,0.125,,,,,,
4420,652020,4,492320,-528796800,0.125,,,,,,
4421,565073,4,492320,-528796800,0.125,,,,,,
4422,531440,4,583778,-544435200,0.11111099999999999,,,,,,
4423,565073,4,583778,-544435200,0.11111099999999999,,,,,,
4424,521185,4,583778,-544435200,0.11111099999999999,,,,,,
4425,572223,4,583778,-544435200,0.11111099999999999,,,,,,
4426,467951,4,583778,-544435200,0.11111099999999999,,,,,,
4427,634509,4,583778,-544435200,0.11111099999999999,,,,,,
4428,615461,4,583778,-544435200,0.11111099999999999,,,,,,
4429,492871,4,583778,-544435200,0.11111099999999999,,,,,,
4430,652020,4,583778,-544435200,0.11111099999999999,,,,,,
4450,491573,4,479441,-528796800,0.125,,,,,,
4451,572223,4,479441,-528796800,0.125,,,,,,
4452,467951,4,479441,-528796800,0.125,,,,,,
4453,615461,4,479441,-528796800,0.125,,,,,,
4454,472628,4,479441,-528796800,0.125,,,,,,
4455,492871,4,479441,-528796800,0.125,,,,,,
4456,652020,4,479441,-528796800,0.125,,,,,,
4457,565073,4,479441,-528796800,0.125,,,,,,
4458,491573,4,578652,-528796800,0.125,,,,,,
4459,572223,4,578652,-528796800,0.125,,,,,,
4460,467951,4,578652,-528796800,0.125,,,,,,
4461,615461,4,578652,-528796800,0.125,,,,,,
4462,472628,4,578652,-528796800,0.125,,,,,,
4463,492871,4,578652,-528796800,0.125,,,,,,
4464,652020,4,578652,-528796800,0.125,,,,,,
4465,565073,4,578652,-528796800,0.125,,,,,,
4466,467951,4,586628,-544435200,0.14285699999999998,,,,,,
4467,572223,4,586628,-544435200,0.14285699999999998,,,,,,
4468,615461,4,586628,-544435200,0.14285699999999998,,,,,,
4469,492871,4,586628,-544435200,0.14285699999999998,,,,,,
4470,652020,4,586628,-544435200,0.14285699999999998,,,,,,
4471,565073,4,586628,-544435200,0.14285699999999998,,,,,,
4472,531440,4,586628,-544435200,0.14285699999999998,,,,,,
4477,531440,4,630210,-544003200,0.0526316,,,,,,
4478,553591,4,630210,-544003200,0.0526316,,,,,,
4479,479897,4,630210,-544003200,0.0526316,,,,,,
4482,538771,4,630210,-544003200,0.0526316,,,,,,
4483,565164,4,630210,-544003200,0.0526316,,,,,,
4484,572223,4,630210,-544003200,0.0526316,,,,,,
4485,498620,4,630210,-544003200,0.0526316,,,,,,
4488,626438,4,630210,-544003200,0.0526316,,,,,,
4489,465946,4,630210,-544003200,0.0526316,,,,,,
4490,652020,4,630210,-544003200,0.0526316,,,,,,
4491,579013,4,630210,-544003200,0.0526316,,,,,,
4492,565073,4,630210,-544003200,0.0526316,,,,,,
4493,531574,4,630210,-544003200,0.0526316,,,,,,
4528,531440,4,523620,-512899200,0.0526316,,,,,,
4529,553591,4,523620,-512899200,0.0526316,,,,,,
4530,520801,4,523620,-512899200,0.0526316,,,,,,
4531,565073,4,523620,-512899200,0.0526316,,,,,,
4532,634509,4,523620,-512899200,0.0526316,,,,,,
4533,626438,4,523620,-512899200,0.0526316,,,,,,
4535,521185,4,523620,-512899200,0.0526316,,,,,,
4536,544629,4,523620,-512899200,0.0526316,,,,,,
4537,538771,4,523620,-512899200,0.0526316,,,,,,
4538,565164,4,523620,-512899200,0.0526316,,,,,,
4539,498620,4,523620,-512899200,0.0526316,,,,,,
4540,479897,4,523620,-512899200,0.0526316,,,,,,
4542,591742,4,523620,-512899200,0.0526316,,,,,,
4543,652020,4,523620,-512899200,0.0526316,,,,,,
4544,636424,4,523620,-512899200,0.0526316,,,,,,
4546,531574,4,523620,-512899200,0.0526316,,,,,,
4565,531440,4,527009,-418204800,0.05,,,,,,
4566,465946,4,527009,-418204800,0.05,,,,,,
4567,531574,4,527009,-418204800,0.05,,,,,,
4568,467951,4,527009,-418204800,0.05,,,,,,
4569,498620,4,527009,-418204800,0.05,,,,,,
4571,552604,4,527009,-418204800,0.05,,,,,,
4572,479897,4,527009,-418204800,0.05,,,,,,
4574,626438,4,527009,-418204800,0.05,,,,,,
4575,565164,4,527009,-418204800,0.05,,,,,,
4576,538771,4,527009,-418204800,0.05,,,,,,
4577,544629,4,527009,-418204800,0.05,,,,,,
4578,520801,4,527009,-418204800,0.05,,,,,,
4579,565073,4,527009,-418204800,0.05,,,,,,
4581,521185,4,527009,-418204800,0.05,,,,,,
4582,577915,4,527009,-418204800,0.05,,,,,,
4583,652020,4,527009,-418204800,0.05,,,,,,
4584,636424,4,527009,-418204800,0.05,,,,,,
4818,465946,4,626501,-418204800,0.05,,,,,,
4819,520801,4,626501,-418204800,0.05,,,,,,
4820,565073,4,626501,-418204800,0.05,,,,,,
4821,467951,4,626501,-418204800,0.05,,,,,,
4822,552604,4,626501,-418204800,0.05,,,,,,
4824,636424,4,626501,-418204800,0.05,,,,,,
4825,491573,4,626501,-418204800,0.05,,,,,,
4826,531574,4,626501,-418204800,0.05,,,,,,
4828,626438,4,626501,-418204800,0.05,,,,,,
4829,498620,4,626501,-418204800,0.05,,,,,,
4830,479897,4,626501,-418204800,0.05,,,,,,
4831,634509,4,626501,-418204800,0.05,,,,,,
4833,538771,4,626501,-418204800,0.05,,,,,,
4834,565164,4,626501,-418204800,0.05,,,,,,
4835,544629,4,626501,-418204800,0.05,,,,,,
4836,577915,4,626501,-418204800,0.05,,,,,,
4837,652020,4,626501,-418204800,0.05,,,,,,
4915,465946,4,526501,-669801600,0.0625,,,,,,
4916,636424,4,526501,-669801600,0.0625,,,,,,
4917,652020,4,526501,-669801600,0.0625,,,,,,
4918,516990,4,526501,-669801600,0.0625,,,,,,
4919,546487,4,526501,-669801600,0.0625,,,,,,
4920,498620,4,526501,-669801600,0.0625,,,,,,
4921,565073,4,526501,-669801600,0.0625,,,,,,
4922,541803,4,526501,-669801600,0.0625,,,,,,
4925,538771,4,526501,-669801600,0.0625,,,,,,
4926,553591,4,526501,-669801600,0.0625,,,,,,
4927,626438,4,526501,-669801600,0.0625,,,,,,
4928,634509,4,526501,-669801600,0.0625,,,,,,
4930,642430,4,526501,-669801600,0.0625,,,,,,
4931,576454,4,497331,-691574400,0.14285699999999998,,,,,,
4932,552604,4,497331,-691574400,0.14285699999999998,,,,,,
4933,577915,4,497331,-691574400,0.14285699999999998,,,,,,
4934,544629,4,497331,-691574400,0.14285699999999998,,,,,,
4935,565073,4,497331,-691574400,0.14285699999999998,,,,,,
4936,541803,4,497331,-691574400,0.14285699999999998,,,,,,
4937,652020,4,497331,-691574400,0.14285699999999998,,,,,,
4938,465946,4,641263,-733737600,0.07692310000000001,,,,,,
4939,636424,4,641263,-733737600,0.07692310000000001,,,,,,
4940,652020,4,641263,-733737600,0.07692310000000001,,,,,,
4941,538771,4,641263,-733737600,0.07692310000000001,,,,,,
4942,632832,4,641263,-733737600,0.07692310000000001,,,,,,
4943,541803,4,641263,-733737600,0.07692310000000001,,,,,,
4944,520801,4,641263,-733737600,0.07692310000000001,,,,,,
4945,516990,4,641263,-733737600,0.07692310000000001,,,,,,
4946,566476,4,641263,-733737600,0.07692310000000001,,,,,,
4947,642430,4,641263,-733737600,0.07692310000000001,,,,,,
4948,498620,4,641263,-733737600,0.07692310000000001,,,,,,
4949,553591,4,641263,-733737600,0.07692310000000001,,,,,,
4950,626438,4,641263,-733737600,0.07692310000000001,,,,,,
4951,496532,4,526831,-691574400,0.14285699999999998,,,,,,
4952,652020,4,526831,-691574400,0.14285699999999998,,,,,,
4953,552604,4,526831,-691574400,0.14285699999999998,,,,,,
4954,565073,4,526831,-691574400,0.14285699999999998,,,,,,
4955,541803,4,526831,-691574400,0.14285699999999998,,,,,,
4956,544629,4,526831,-691574400,0.14285699999999998,,,,,,
4957,577915,4,526831,-691574400,0.14285699999999998,,,,,,
4996,539232,4,473043,-623491200,0.0909091,,,,,,
4997,566476,4,473043,-623491200,0.0909091,,,,,,
4998,538771,4,473043,-623491200,0.0909091,,,,,,
4999,491573,4,473043,-623491200,0.0909091,,,,,,
5000,585791,4,473043,-623491200,0.0909091,,,,,,
5001,565073,4,473043,-623491200,0.0909091,,,,,,
5002,591742,4,473043,-623491200,0.0909091,,,,,,
5003,544629,4,473043,-623491200,0.0909091,,,,,,
5004,652020,4,473043,-623491200,0.0909091,,,,,,
5005,652440,4,473043,-623491200,0.0909091,,,,,,
5006,546487,4,473043,-623491200,0.0909091,,,,,,
5007,585791,4,532197,-560332800,0.11111099999999999,,,,,,
5008,565073,4,532197,-560332800,0.11111099999999999,,,,,,
5009,644297,4,532197,-560332800,0.11111099999999999,,,,,,
5010,491573,4,532197,-560332800,0.11111099999999999,,,,,,
5011,538771,4,532197,-560332800,0.11111099999999999,,,,,,
5012,546487,4,532197,-560332800,0.11111099999999999,,,,,,
5013,615461,4,532197,-560332800,0.11111099999999999,,,,,,
5014,652020,4,532197,-560332800,0.11111099999999999,,,,,,
5015,492871,4,532197,-560332800,0.11111099999999999,,,,,,
5178,652020,4,633234,-641808000,0.166667,,,,,,
5179,546487,4,633234,-641808000,0.166667,,,,,,
5180,565073,4,633234,-641808000,0.166667,,,,,,
5181,544629,4,633234,-641808000,0.166667,,,,,,
5182,552604,4,633234,-641808000,0.166667,,,,,,
5183,591742,4,633234,-641808000,0.166667,,,,,,
36097,565073,4,472289,-670665600,0.14285699999999998,,,,,,
36098,544629,4,472289,-670665600,0.14285699999999998,,,,,,
36099,591742,4,472289,-670665600,0.14285699999999998,,,,,,
36100,577915,4,472289,-670665600,0.14285699999999998,,,,,,
36101,546487,4,472289,-670665600,0.14285699999999998,,,,,,
36102,652440,4,472289,-670665600,0.14285699999999998,,,,,,
36103,652020,4,472289,-670665600,0.14285699999999998,,,,,,
36104,652020,4,642101,-641808000,0.166667,,,,,,
36105,546487,4,642101,-641808000,0.166667,,,,,,
36106,565073,4,642101,-641808000,0.166667,,,,,,
36107,652440,4,642101,-641808000,0.166667,,,,,,
36108,591742,4,642101,-641808000,0.166667,,,,,,
36109,544629,4,642101,-641808000,0.166667,,,,,,
123110,652020,4,481170,-523440000,0.5,,,,,,
123111,492871,4,481170,-523440000,0.5,,,,,,
