,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
122700196,512397,3,657187,16758558,331.0,,,,,,
122700198,512397,3,657187,17614335,430.0,,,,,,
122700200,512397,3,657187,17671007,122.0,,,,,,
122700180,512397,0,550287,8811852,1.0,,,,,,
122700181,512397,0,550287,10409865,1.0,,,,,,
122700182,512397,0,550287,12670289,1.0,,,,,,
122700183,512397,0,550287,14384733,1.0,,,,,,
122700184,512397,0,550287,15835592,1.0,,,,,,
122700185,512397,0,550287,18060533,1.0,,,,,,
122700186,512397,0,550287,20234879,1.0,,,,,,
110777864,480601,1,550287,27746280,1.0,5.0,0.0,21.3196,154.316,33.6737,-35.3495
77288376,480601,1,620791,28023885,1.0,5.0,4.0,21.3196,154.316,0.32756,-167.851
70162631,480601,1,654556,26619640,1.0,5.0,0.0,21.3196,154.316,44.1211,-46.4812
21920267,480601,1,552765,27920101,1.0,5.0,3.0,21.3196,154.316,-24.8,-111.06299999999999
7071682,620791,1,654556,5537586,1.0,4.0,0.0,0.32756,-167.851,44.1211,-46.4812
7088037,620791,1,654556,26374830,1.0,4.0,0.0,0.32756,-167.851,44.1211,-46.4812
7069095,620791,0,552765,2268574,1.0,,,,,,
7084533,620791,1,552765,22039209,1.0,4.0,3.0,0.32756,-167.851,-24.8,-111.06299999999999
7090375,620791,0,552765,29300178,1.0,,,,,,
7068846,620791,1,623468,1855486,1.0,4.0,4.0,0.32756,-167.851,2.0146599999999997,-163.39
7091392,620791,1,623468,30419098,1.0,4.0,4.0,0.32756,-167.851,2.0146599999999997,-163.39
7074742,620791,0,623922,9695323,1.0,,,,,,
7079953,620791,1,623922,16345934,1.0,4.0,5.0,0.32756,-167.851,18.0278,153.188
7070767,620791,1,491509,4343780,1.0,4.0,1.0,0.32756,-167.851,-30.9965,-11.7777
7086712,620791,1,491509,24733917,1.0,4.0,1.0,0.32756,-167.851,-30.9965,-11.7777
7068973,574136,1,620791,1991785,1.0,4.0,4.0,-1.6001,-161.631,0.32756,-167.851
7086238,574136,1,620791,24131341,1.0,4.0,4.0,-1.6001,-161.631,0.32756,-167.851
52622374,574136,1,623468,22839875,1.0,4.0,4.0,-1.6001,-161.631,2.0146599999999997,-163.39
7072664,465195,1,620791,6831603,1.0,1.0,4.0,-27.608,-12.9561,0.32756,-167.851
96976787,465195,0,592099,7016779,1.0,,,,,,
4693729,623922,1,654556,15838232,1.0,5.0,0.0,18.0278,153.188,44.1211,-46.4812
16387563,620235,1,552765,27244086,1.0,3.0,3.0,-24.2885,-110.82,-24.8,-111.06299999999999
31916923,620235,1,552765,20162007,1.0,3.0,3.0,-24.2885,-110.82,-24.8,-111.06299999999999
78541457,620235,1,623922,23943418,1.0,3.0,5.0,-24.2885,-110.82,18.0278,153.188
25723111,620235,1,567987,1929992,1.0,3.0,0.0,-24.2885,-110.82,28.623,-41.8479
