,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
20,37,0,41,268112,1,,,,,,
34,37,0,41,401565,1,,,,,,
40,37,0,41,476347,1,,,,,,
45,37,0,41,552924,1,,,,,,
259,37,0,41,12987894,1,,,,,,
550,37,0,41,26058758,1,,,,,,
559,37,0,41,26078857,1,,,,,,
574,37,1,41,26107546,1,5.0,5.0,,,,
9,37,0,34,158428,1,,,,,,
239,37,0,43,12810402,1,,,,,,
213,37,0,56,12467442,1,,,,,,
70,40,0,41,2606356,1,,,,,,
101,40,1,41,4270052,1,5.0,5.0,,,,
132,40,1,41,6105265,1,5.0,5.0,,,,
169,40,0,41,9105534,1,,,,,,
85,40,1,65,3411168,1,5.0,5.0,,,,
431,43,0,41,22989881,1,,,,,,
450,43,1,41,23479630,1,3.0,5.0,,,,
471,43,0,41,24058200,1,,,,,,
494,43,0,41,24369089,1,,,,,,
195,43,1,37,12329138,1,3.0,5.0,,,,
449,45,1,41,23440550,1,3.0,5.0,,,,
421,45,1,58,22853101,1,3.0,4.0,,,,
444,45,1,58,23275805,1,3.0,4.0,,,,
498,45,1,58,24418365,1,3.0,4.0,,,,
357,45,1,63,14450765,1,3.0,4.0,,,,
436,45,1,63,23050428,1,3.0,4.0,,,,
536,45,1,63,25113055,1,3.0,4.0,,,,
470,47,0,41,24046907,1,,,,,,
533,47,0,41,25033701,1,,,,,,
246,47,1,45,12891925,1,3.0,3.0,,,,
464,47,0,63,23862424,1,,,,,,
150,47,0,67,8133038,1,,,,,,
267,56,1,41,13066121,1,0.0,5.0,,,,
269,56,1,41,13102295,1,0.0,5.0,,,,
306,56,0,41,13627582,1,,,,,,
588,56,0,41,26398401,1,,,,,,
592,56,0,41,26513340,1,,,,,,
593,56,0,41,26591868,1,,,,,,
603,56,0,41,26803475,1,,,,,,
607,56,0,41,26956674,1,,,,,,
616,56,0,41,27135128,1,,,,,,
218,56,1,37,12492175,1,0.0,5.0,,,,
320,57,0,41,13850903,1,,,,,,
355,57,0,41,14399750,1,,,,,,
587,57,1,41,26367279,1,0.0,5.0,,,,
598,57,1,41,26648577,1,0.0,5.0,,,,
611,57,1,41,27014691,1,0.0,5.0,,,,
279,57,0,34,13259976,1,,,,,,
298,57,0,34,13529943,1,,,,,,
363,57,0,37,14499063,1,,,,,,
222,57,0,43,12545708,1,,,,,,
247,57,0,43,12907759,1,,,,,,
605,57,1,56,26842692,1,0.0,0.0,,,,
411,58,0,41,22112743,1,,,,,,
502,58,0,41,24489479,1,,,,,,
490,58,1,45,24276374,1,4.0,3.0,,,,
491,58,1,45,24308246,1,4.0,3.0,,,,
266,58,0,63,13033261,1,,,,,,
407,58,0,63,21909458,1,,,,,,
416,58,0,63,22483985,1,,,,,,
6,27,0,41,137514,1,,,,,,
7,27,0,41,146000,1,,,,,,
49,27,1,41,576871,1,5.0,5.0,,,,
199,27,1,41,12343663,1,5.0,5.0,,,,
254,27,1,41,12971187,1,5.0,5.0,,,,
362,27,1,41,14482180,1,5.0,5.0,,,,
562,27,0,41,26083889,1,,,,,,
566,27,1,41,26092138,1,5.0,5.0,,,,
571,27,0,41,26105666,1,,,,,,
52,27,1,34,589534,1,5.0,5.0,,,,
11,27,1,37,177201,1,5.0,5.0,,,,
61,27,1,37,665052,1,5.0,5.0,,,,
281,27,1,37,13287324,1,5.0,5.0,,,,
553,27,1,37,26067388,1,5.0,5.0,,,,
555,27,0,37,26071702,1,,,,,,
563,27,0,37,26091037,1,,,,,,
568,27,1,37,26099201,1,5.0,5.0,,,,
575,27,0,37,26108585,1,,,,,,
577,27,1,37,26113084,1,5.0,5.0,,,,
578,27,1,37,26116556,1,5.0,5.0,,,,
579,27,0,37,26118864,1,,,,,,
584,27,0,37,26128324,1,,,,,,
316,27,1,43,13820204,1,5.0,3.0,,,,
345,27,1,43,14291429,1,5.0,3.0,,,,
250,27,1,57,12928438,1,5.0,0.0,,,,
300,63,1,41,13558122,1,4.0,5.0,,,,
413,63,0,41,22231923,1,,,,,,
414,63,0,41,22263080,1,,,,,,
255,63,1,47,12971834,1,4.0,3.0,,,,
315,63,0,47,13803408,1,,,,,,
257,63,1,58,12982017,1,4.0,4.0,,,,
90,39,0,47,3759876,1,,,,,,
139,39,0,67,7312933,1,,,,,,
148,39,0,67,8104116,1,,,,,,
77,67,0,47,3046943,1,,,,,,
82,67,0,47,3274683,1,,,,,,
91,67,0,47,3961182,1,,,,,,
74,67,0,39,2918105,1,,,,,,
80,67,0,39,3239797,1,,,,,,
391,73,6,70,17994406,3,0.0,3.0,,,,
397,74,6,70,19636006,1,0.0,3.0,,,,
393,75,6,70,18685606,5,0.0,3.0,,,,
380,77,6,69,15661606,4,2.0,4.0,,,,
371,78,6,69,14884006,1,2.0,4.0,,,,
372,79,6,69,15056806,3,2.0,4.0,,,,
173,67,2,657187,9519349,300,,,,,,
185,67,2,657187,11623738,100,,,,,,
188,67,2,657187,11775168,100,,,,,,
307,67,2,657187,13629169,300,,,,,,
360,67,2,657187,14475818,600,,,,,,
373,67,2,657187,15251393,300,,,,,,
375,67,2,657187,15278449,600,,,,,,
93,67,0,39,4070126,1,,,,,,
97,67,0,39,4127140,1,,,,,,
100,67,0,39,4183004,1,,,,,,
119,67,0,39,5385092,1,,,,,,
130,67,0,39,6042993,1,,,,,,
131,67,0,39,6049965,1,,,,,,
154,67,0,39,8355747,1,,,,,,
157,67,0,39,8417268,1,,,,,,
159,67,0,39,8476012,1,,,,,,
180,67,0,39,10297266,1,,,,,,
190,67,0,39,11816688,1,,,,,,
197,67,0,39,12337839,1,,,,,,
174,39,3,657187,9519349,300,,,,,,
186,39,3,657187,11623738,100,,,,,,
189,39,3,657187,11775168,100,,,,,,
308,39,3,657187,13629169,300,,,,,,
361,39,3,657187,14475818,600,,,,,,
374,39,3,657187,15251393,300,,,,,,
376,39,3,657187,15278449,600,,,,,,
152,39,0,67,8329065,1,,,,,,
158,39,0,67,8457147,1,,,,,,
108,39,0,47,4586298,1,,,,,,
121,39,0,47,5539314,1,,,,,,
143,39,0,47,7781464,1,,,,,,
153,39,0,47,8343434,1,,,,,,
156,39,0,47,8368424,1,,,,,,
168,39,0,47,9067046,1,,,,,,
171,39,0,47,9383841,1,,,,,,
177,39,0,47,9736761,1,,,,,,
165,47,0,67,9000765,1,,,,,,
176,47,0,67,9726589,1,,,,,,
181,47,0,67,10330246,1,,,,,,
183,47,0,67,11077036,1,,,,,,
