End Time,Name,Device Action,Device Product,Device Vendor,Source Address,Source Port,Source Zone Name,Destination Address,Destination Port,Destination Zone Name
Jul 30 2013 15:01:55,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.102,,AFRICOM 104.12.11-15.0,104.12.12.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:01:55,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.102,,AFRICOM 104.12.11-15.0,104.12.12.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:01:55,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.106,,AFRICOM 104.12.11-15.0,104.12.12.106,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:02:20,HOST LAST SEEN,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.90.1,,Stuttgart IPN 104.12.90.0
Jul 30 2013 15:02:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:00,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.104,,AFRICOM 104.12.11-15.0,104.12.11.104,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:00,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.104,,AFRICOM 104.12.11-15.0,104.12.12.104,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:00,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.104,,AFRICOM 104.12.11-15.0,104.12.11.104,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:00,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.104,,AFRICOM 104.12.11-15.0,104.12.12.104,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:20,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.14.101,,AFRICOM 104.12.11-15.0,104.12.14.101,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.100,,AFRICOM 104.12.11-15.0,104.12.11.100,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.100,,AFRICOM 104.12.11-15.0,104.12.11.100,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:03:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:05,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.103,,AFRICOM 104.12.11-15.0,104.12.11.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:05,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.106,,AFRICOM 104.12.11-15.0,104.12.11.106,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:05,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.103,,AFRICOM 104.12.11-15.0,104.12.11.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:05,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.106,,AFRICOM 104.12.11-15.0,104.12.11.106,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:25,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.107,,AFRICOM 104.12.11-15.0,104.12.11.107,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:25,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.107,,AFRICOM 104.12.11-15.0,104.12.11.107,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.109,,AFRICOM 104.12.11-15.0,104.12.12.109,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.109,,AFRICOM 104.12.11-15.0,104.12.12.109,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:35,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.103,,AFRICOM 104.12.11-15.0,104.12.12.103,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.119,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:04:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.119,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.108,,AFRICOM 104.12.11-15.0,104.12.12.108,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.108,,AFRICOM 104.12.11-15.0,104.12.12.108,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:30,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.105,,AFRICOM 104.12.11-15.0,104.12.12.105,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:30,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.12.105,,AFRICOM 104.12.11-15.0,104.12.12.105,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.112,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:05:45,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:05:45,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:06:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.101,,AFRICOM 104.12.11-15.0,104.12.11.101,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.102,,AFRICOM 104.12.11-15.0,104.12.11.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:10,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.11.101,,AFRICOM 104.12.11-15.0,104.12.11.101,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:06:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:07:40,Generic Application Invocation Protection,Permitted,Host Intrusion Prevention,McAfee,104.12.13.102,,AFRICOM 104.12.11-15.0,104.12.13.102,0,AFRICOM 104.12.11-15.0
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:08:05,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:09:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.113,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:50,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:10:50,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:10:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:10:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:11:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.110,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:12:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:12:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:12:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:13:16,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:15:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:15:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:15:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:15:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:15:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:16:06,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.11,,100.0.0.0-107.255.255.255 (IANA),104.12.21.11,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:16:06,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.11,,100.0.0.0-107.255.255.255 (IANA),104.12.21.11,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:17:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:17:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.111,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:18:06,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:18:06,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:18:06,Access Protection - Prevent programs registering as a service,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:18:06,Access Protection - Prevent programs registering to autorun,Permitted,Host Intrusion Prevention,McAfee,104.12.21.10,,100.0.0.0-107.255.255.255 (IANA),104.12.21.10,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:19:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:20:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.119,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:20:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:20:26,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:20:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:20:51,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:20:52,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:20:52,IIS Envelope - File Modification by IIS Process,,Host Intrusion Prevention,McAfee,104.12.21.13,,100.0.0.0-107.255.255.255 (IANA),104.12.21.13,0,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:20:56,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.115,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:21:06,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:21:46,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.112,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:22:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.15.116,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:22:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.117,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:22:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:22:36,No matching connection,,ASA,CISCO,64.82.108.2,,63.0.0.0-76.255.255.255 (ARIN),104.12.12.118,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.96.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:01,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.11.100,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.11.100,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.13.1,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,ADDITIONAL MAC DETECTED FOR HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.11.100,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,Traffic To Dark Address Space,,ArcSight,ArcSight,,,,104.12.96.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:01,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.96.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:01,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.11.100,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:01,Successful Configuration Change,,ArcSight,ArcSight,,,,104.12.13.1,,AFRICOM 104.12.11-15.0
Jul 30 2013 15:23:02,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.23.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:02,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.25.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:02,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.31.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:02,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.43.1,,100.0.0.0-107.255.255.255 (IANA)
Jul 30 2013 15:23:02,NEW HOST,,Sourcefire Management Console eStreamer,Sourcefire,,,,104.12.99.1,,100.0.0.0-107.255.255.255 (IANA)
