Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Bahamas, The",BHS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Belarus,BLR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
Belize,BLZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Bermuda,BMU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Bolivia,BOL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Barbados,BRB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.1,1.1,1,1
Brunei Darussalam,BRN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Bhutan,BTN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Botswana,BWA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,24.4,24.1,23.9,23.7,23.5,23.3,23.1,22.9,22.7,22.4,22.2
Central African Republic,CAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,5.9,5.7,5.4,5.3,5.1,5,4.8,4.7,4.5,4.3,4.1
Canada,CAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Switzerland,CHE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Channel Islands,CHI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Cote d'Ivoire,CIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.8,4.5,4.3,4.1,3.9,3.7,3.6,3.4,3.2,3.1,2.9
Cameroon,CMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.7,4.6,4.6,4.5,4.4,4.3,4.2,4.1,4,3.8,3.7
"Congo, Dem. Rep.",COD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1,1,0.9,0.9
"Congo, Rep.",COG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1
Colombia,COL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5
Comoros,COM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cabo Verde,CPV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Costa Rica,CRI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Caribbean small states,CSS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3427350206704,1.36833176739962,1.37672635597982,1.38641499552585,1.39527945133159,1.3719278564037,1.36839889346075,1.36500688463764,1.34268247176701,1.33945506178074,1.31736236253872
Cuba,CUB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4
Curacao,CUW,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Cayman Islands,CYM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Cyprus,CYP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Czech Republic,CZE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Germany,DEU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Djibouti,DJI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.6,2.4,2.2,2,1.9,1.7,1.6,1.4,1.3,1.2,1.1
Dominica,DMA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Denmark,DNK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.7,1.6,1.5,1.4,1.4,1.3,1.2,1.2,1.1,1.1,1.1
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
East Asia & Pacific (excluding high income),EAP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Early-demographic dividend,EAR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
East Asia & Pacific,EAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Europe & Central Asia,ECS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Ecuador,ECU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
"Egypt, Arab Rep.",EGY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Euro area,EMU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Eritrea,ERI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1,1,1,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7
Spain,ESP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Estonia,EST,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Ethiopia,ETH,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.8,1.6,1.6,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1
European Union,EUU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.89036277565358,1.84967124513766,1.82816494095443,1.8043718935389,1.79850706051322,1.78446578608617,1.77382025695315,1.75765915954348,1.74706256097329,1.7250229964333,1.70992317052361
Finland,FIN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Fiji,FJI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
France,FRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Faroe Islands,FRO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Gabon,GAB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.5,4.4,4.4,4.3,4.3,4.2,4.1,4,4,3.9,3.8
United Kingdom,GBR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Georgia,GEO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3
Ghana,GHA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8
Gibraltar,GIB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Guinea,GIN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5
"Gambia, The",GMB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9
Guinea-Bissau,GNB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4,4,4,3.9,3.9,3.9,3.8,3.8,3.8,3.7,3.7
Equatorial Guinea,GNQ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,4.5,4.7,4.9,5.2,5.4,5.6,5.9,6.1,6.3,6.5,6.7
Greece,GRC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Grenada,GRD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Greenland,GRL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Guatemala,GTM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
Guam,GUM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Guyana,GUY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4
High income,HIC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Honduras,HND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3
Heavily indebted poor countries (HIPC),HPC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.98983927874726,2.91092257450875,2.86470461548207,2.82600242141829,2.79701534818279,2.76162399875729,2.7307675600493,2.70034983126123,2.65832174593605,2.62516381875714,2.57693320069354
Croatia,HRV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Haiti,HTI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.4,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2
Hungary,HUN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
IBRD only,IBD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
IDA & IBRD total,IBT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
IDA total,IDA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.22477642540844,2.16090499640786,2.12101574211302,2.08920493166328,2.06286650445179,2.04009003942621,2.02190774959983,2.00557201046948,1.98464621672879,1.96661377049019,1.94013303072397
IDA blend,IDB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.86973032226039,1.80549711889243,1.76036942268869,1.72312795331956,1.68225069474252,1.65701429514939,1.6339715261766,1.61371373266746,1.59601540466749,1.57027968534495,1.55063006749192
Indonesia,IDN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
IDA only,IDX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.4469887021826,2.38335307561652,2.34669783913044,2.31819933747491,2.30083374442877,2.27963665943199,2.26429434508703,2.24994050450661,2.22647841197267,2.21263671788867,2.18123679197776
Isle of Man,IMN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
India,IND,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Not classified,INX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Ireland,IRL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
"Iran, Islamic Rep.",IRN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Iraq,IRQ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Iceland,ISL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Israel,ISR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Italy,ITA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jamaica,JAM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Jordan,JOR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Japan,JPN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Kazakhstan,KAZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
Kenya,KEN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,6.6,6.3,6.1,6,5.8,5.7,5.6,5.5,5.4,5.2,5.1
Kyrgyz Republic,KGZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
Cambodia,KHM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1,1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6
Kiribati,KIR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
"Korea, Rep.",KOR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Kuwait,KWT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.512902215931176,0.509202545558919,0.506583500214346,0.51217281908663,0.52012347233813,0.514534458426467,0.51302859663417,0.516667706049987,0.514798961322756,0.521968915155249,0.518841150834388
Lao PDR,LAO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
Lebanon,LBN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Liberia,LBR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.7,2.5,2.4,2.3,2.2,2.2,2.1,2,1.9,1.9,1.8
Libya,LBY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
St. Lucia,LCA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Latin America & Caribbean,LCN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.507464688155954,0.504216713174732,0.501621332733521,0.506957643187439,0.514505776973827,0.508827484650389,0.507327056022304,0.514407012294495,0.51231933951095,0.519146260025977,0.515859162486613
Least developed countries: UN classification,LDC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.53496035455484,2.4772892370156,2.45159599925503,2.42600881556157,2.4149302306977,2.39980858451115,2.38170821850885,2.36680991596429,2.34652326592014,2.33025742203839,2.296725219221
Low income,LIC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.33834277499139,2.26809168132453,2.24155223221125,2.2048006165612,2.18492552968234,2.16743833546114,2.14090530397051,2.12248943437023,2.09445146473936,2.07436952283843,2.03671510068135
Liechtenstein,LIE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Sri Lanka,LKA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lower middle income,LMC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Low & middle income,LMY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Lesotho,LSO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,24,23.8,23.8,23.9,24.1,24.2,24.4,24.5,24.6,24.6,24.5
Late-demographic dividend,LTE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Lithuania,LTU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Luxembourg,LUX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Latvia,LVA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
"Macao SAR, China",MAC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
St. Martin (French part),MAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Morocco,MAR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Monaco,MCO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Moldova,MDA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7
Madagascar,MDG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
Maldives,MDV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Middle East & North Africa,MEA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.106796007411235,0.106307007968253,0.105805627328375,0.105296623457873,0.105062761342649,0.104542220421022,0.106530645657981,0.105962360894748,0.105678276870063,0.105394388296977,0.10511118940671
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Marshall Islands,MHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Middle income,MIC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
North Macedonia,MKD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Mali,MLI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3
Malta,MLT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Myanmar,MMR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Middle East & North Africa (excluding high income),MNA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.106863864181766,0.106372180108424,0.105867652409238,0.105355262289934,0.105121287599849,0.104597621922805,0.106616543023416,0.106047240351655,0.105765410548309,0.105482646606891,0.105199185483017
Montenegro,MNE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mongolia,MNG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Mariana Islands,MNP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,
Mozambique,MOZ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,10.8,11,11.2,11.4,11.7,11.9,12,12.2,12.3,12.4,12.4
Mauritania,MRT,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2
Mauritius,MUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
Malawi,MWI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,12,11.6,11.2,10.9,10.7,10.6,10.4,10.3,10.2,10,9.9
