Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Dominica,DMA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Denmark,DNK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.3,0.1,0,0.1,0.5,0.1,0,0,0.3,0.2,0.2
Dominican Republic,DOM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.7,4.4,4.4,3.7,3.2,2.5,2.9,2.6,2.2,2.1,1.8
Algeria,DZA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,0.4,,,,
East Asia & Pacific (excluding high income),EAP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Early-demographic dividend,EAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
East Asia & Pacific,EAS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,18.3,17.9,15.7,14.8,12.9,10.7,8.1,6.8,3.2,2.6,2.1
Europe & Central Asia (excluding high income),ECA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Europe & Central Asia,ECS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,4.7,4,3.3,2.7,2.5,2.4,2,1.9,1.6,1.8,1.5
Ecuador,ECU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,11.9,8.1,8.5,7.5,7.2,5.6,4.7,4.5,3.2,2.6,3.5
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,4.7,,2.2,,1.5,,,1.6
Euro area,EMU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Eritrea,ERI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Spain,ESP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.8,0.8,0.4,0.5,0.8,0.7,1.1,0.9,1.2,0.8,0.9
Estonia,EST,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.8,0.7,0.4,0.4,0.6,0.7,1,0.7,0.8,0.7,0.6
Ethiopia,ETH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,35.2,,,,,32.6
European Union,EUU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,46.2,44.5,43.4,42.6,42,40.1,38,36,35.7,34.4,
Finland,FIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1
Fiji,FJI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,1.6,,,,,0.5,,
France,FRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1
Faroe Islands,FRO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,8.1,,,,,,,,15.4,,
Gabon,GAB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,8,,,,,,,,,,
United Kingdom,GBR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.5,0.2,0.3,0.3,0.2,0.1,0.4,0.2,0.2,0.2,0.1
Georgia,GEO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,10.7,10.3,11.6,10.2,10.1,12,11.1,8.5,6.4,4.9,3.7
Ghana,GHA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,24.1,,,,,,,11.6,,,
Gibraltar,GIB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Guinea,GIN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,60.3,,,,,36.1,,,
"Gambia, The",GMB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,25.4,,,,,10.3
Guinea-Bissau,GNB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,68.4,,,,,
Equatorial Guinea,GNQ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Greece,GRC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.3,0.6,0.5,0.3,0.6,1,1.2,1.5,1,1.5,1.4
Grenada,GRD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Greenland,GRL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Guatemala,GTM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,11.2,,,,,,,,8.8,
Guam,GUM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Guyana,GUY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
High income,HIC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7
"Hong Kong SAR, China",HKG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Honduras,HND,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,27.1,23,17.6,16.9,14.2,15.6,17.4,20.1,17.7,16.4,16.6
Heavily indebted poor countries (HIPC),HPC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Croatia,HRV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,0.9,1.2,0.7,0.8,0.7,1,0.6
Haiti,HTI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,24.5,,,
Hungary,HUN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.7,0.1,0.1,0,0.1,0.1,0.1,0.3,0.1,0.6,0.6
IBRD only,IBD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
IDA & IBRD total,IBT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
IDA total,IDA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,42.3,40.9,39.4,38.1,37.4,35.8,34,32.4,31.9,30.8,30.7
IDA blend,IDB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Indonesia,IDN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,18,23.9,19.3,19,15.5,13.3,10.9,9.5,7.3,6.2,5.8
IDA only,IDX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Isle of Man,IMN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
India,IND,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,32.8,,22.5,,,,
Not classified,INX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Ireland,IRL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0.4,0.1,0.2,0.4,0.5,0.5,0.2,0.7,0.4,0.3
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.6,0.5,,,1.1,,,,0.1,0.4,0.4
Iraq,IRQ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,1.5,,,,,,1.7,,,
Iceland,ISL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
Israel,ISR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.5,,0.5,,,0.2,,0.5,,0.5,
Italy,ITA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.6,0.7,0.7,0.7,0.9,1.3,1.2,1.2,1.4,1.2,1.9
Jamaica,JAM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Jordan,JOR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,0.3,,0.1,,0.1,,,,,
Japan,JPN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,0.5,,0,,,0.7,,
Kazakhstan,KAZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.8,0.5,0.2,0,0.1,0.1,0,0,0,0,0
Kenya,KEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,43.9,,,,,,,,,,37.1
Kyrgyz Republic,KGZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,12.1,7.3,7.9,2.9,1.4,2.8,0.9,2.5,2.2,0.9,1.8
Cambodia,KHM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Kiribati,KIR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,12.9,,,,,,,,,
St. Kitts and Nevis,KNA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
"Korea, Rep.",KOR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,0.2,,0.2,,0.5,,0.2,,,
Kuwait,KWT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Lao PDR,LAO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,25.5,,,,,21.2,,,
Lebanon,LBN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,0,,,,
Liberia,LBR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,71.4,,,,,,,41.7,
Libya,LBY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
St. Lucia,LCA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Latin America & Caribbean,LCN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,10,8.1,7.5,7,6.7,6.2,5.7,4.7,4.3,4.1,3.8
Least developed countries: UN classification,LDC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Low income,LIC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,54,52.8,51.6,50.1,49.8,48.5,47.2,45.6,44.9,44.5,45.3
Liechtenstein,LIE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Sri Lanka,LKA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,4,,,2.7,,,2.1,,,
Lower middle income,LMC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,33,31.8,30.1,29,28.1,25.1,21.4,19.9,18.5,16.9,
Low & middle income,LMY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,25.2,24.4,22.9,22.1,21.2,19.2,16.5,15.3,13.5,12.7,12
Lesotho,LSO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Late-demographic dividend,LTE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Lithuania,LTU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.8,1.5,1.3,1.4,2.2,1.5,0.7,0.9,0.7,1.3,0.7
Luxembourg,LUX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0.1,0,0.1,0.1,0.3
Latvia,LVA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,2.3,1.5,0.6,1.2,1.7,1.6,1,1,1.1,0.8,0.6
"Macao SAR, China",MAC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
St. Martin (French part),MAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Morocco,MAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,3,,,,,,,0.9,,
Monaco,MCO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Moldova,MDA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,13.6,2.4,1.1,1.2,1,0.5,0.3,0.3,0.1,0,0
Madagascar,MDG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,71.7,,,,,78.2,,77.4,,,
Maldives,MDV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,3.5,,,,,,
Middle East & North Africa,MEA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.2,3,2.9,2.8,2.5,2.1,2.3,2.3,2.3,2.7,3.8
Mexico,MEX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,6.6,4.2,,5.4,,4.5,,3.8,,3.7,
Marshall Islands,MHL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Middle income,MIC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
North Macedonia,MKD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,9.8,10.4,9.1,6.9,5.2,4.5,5.5
Mali,MLI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,51.9,,,50.3,,,,,,
Malta,MLT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,0.4,0.4,0.1,0.4,0.2,0.2,0.1,0,0,0.1
Myanmar,MMR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,4.8
Middle East & North Africa (excluding high income),MNA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Montenegro,MNE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,3.4,3.2,1.7,1.4
Mongolia,MNG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,1.2,,,0.7,0.5,0.4,,0.2,
Northern Mariana Islands,MNP,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Mozambique,MOZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,69.7,,,,,,63.7,
Mauritania,MRT,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,10.8,,,,,,6,
Mauritius,MUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,0.4,,,,,,0.6,,,
Malawi,MWI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,72.3,,,,,
Malaysia,MYS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,0.5,0.6,,,0.1,,0,,0
North America,NAC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Namibia,NAM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,23.5,,,,,,13.8
New Caledonia,NCL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Niger,NER,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,75.3,,72.4,,,,50.6,,,45.4,
Nigeria,NGA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,56.4,,,,,,
Nicaragua,NIC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,8.5,,,,7.4,,,,,3.4,
Netherlands,NLD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1
Norway,NOR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Nepal,NPL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,15,,,,,
Nauru,NRU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
New Zealand,NZL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
OECD members,OED,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Oman,OMN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Other small states,OSS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
Pakistan,PAK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,16.6,,13.3,,,8.3,8,,6.2,,4
Panama,PAN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,9.9,10.5,7.8,5.2,3.2,4.5,3,4.1,2.8,3.5,2
Peru,PER,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,15.5,13.5,11.1,9.1,7.1,5.5,5.2,4.8,4.4,3.7,3.6
Philippines,PHL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,14.4,,,10.7,,,10.4,,,6
Palau,PLW,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,
